Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
53,0.008345842361450195,1,1,71,99,71,71,71.0,0.0,99,99,99.0,0.0,20369.423796600484,239.6402799600057,0.008345842361450195,0.0,0.008345842361450195,0.008345842361450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,119.82013998000285,119.82013998000285,71,99,85.0,14.0,196.0,0,0,0,0,0,0,0,0,0.7171717171717171,85.0,71.0,99.0,0,71.0,1,20369.423796600484,99.0,1,20369.423796600484,1,71,1,99,0,0,0.008345842361450195,0.0,0.008345842361450195,0.008345842361450195,0.0,0.0,0.0,0.0
53277,0.10605406761169434,4,3,279,162,93,54,69.75,16.618889854620253,54,54,54.0,0.0,4158.256349154608,66.00406903420011,0.01767567793528239,0.03832105428521178,0.10334491729736328,0.0,0.10605406761169434,0.03535135587056478,0.049730760942737824,0.10568094253540039,0.0,0.0023870468139648438,0.0011935234069824219,0.0011124610900878906,0.0023059844970703125,8.106231689453125e-05,2,0,0,0,80,60,37.716610876685785,28.287458157514337,54,93,63.0,14.784161409137434,218.57142857142858,2,0,0,2,7,0,0,0,1.7222222222222223,63.0,69.75,54.0,80,69.75,4,4158.256349154608,54.0,3,4158.256349154608,4,279,3,162,76,255,0.01767567793528239,0.03832105428521178,0.10334491729736328,0.0,0.0,0.0,0.0,0.0
53,0.23504400253295898,1,1,83,170,83,83,83.0,0.0,170,170,170.0,0.0,1076.39419544229,8.50904502325921,0.23504400253295898,0.0,0.23504400253295898,0.23504400253295898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.254522511629605,4.254522511629605,83,170,126.5,43.5,1892.25,0,0,0,0,0,0,0,0,0.48823529411764705,126.5,83.0,170.0,0,83.0,1,1076.39419544229,170.0,1,1076.39419544229,1,83,1,170,0,0,0.23504400253295898,0.0,0.23504400253295898,0.23504400253295898,0.0,0.0,0.0,0.0
53,0.23465895652770996,1,1,83,158,83,83,83.0,0.0,158,158,158.0,0.0,1027.0223799087817,8.523007302147565,0.23465895652770996,0.0,0.23465895652770996,0.23465895652770996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.261503651073783,4.261503651073783,83,158,120.5,37.5,1406.25,0,0,0,0,0,0,0,0,0.5253164556962026,120.5,83.0,158.0,0,83.0,1,1027.0223799087817,158.0,1,1027.0223799087817,1,83,1,158,0,0,0.23465895652770996,0.0,0.23465895652770996,0.23465895652770996,0.0,0.0,0.0,0.0
53,0.23441696166992188,1,1,83,207,83,83,83.0,0.0,207,207,207.0,0.0,1237.1118452100047,8.531805829034516,0.23441696166992188,0.0,0.23441696166992188,0.23441696166992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.265902914517258,4.265902914517258,83,207,145.0,62.0,3844.0,0,0,0,0,0,0,0,0,0.40096618357487923,145.0,83.0,207.0,0,83.0,1,1237.1118452100047,207.0,1,1237.1118452100047,1,83,1,207,0,0,0.23441696166992188,0.0,0.23441696166992188,0.23441696166992188,0.0,0.0,0.0,0.0
53,0.003409862518310547,1,1,85,162,85,85,85.0,0.0,162,162,162.0,0.0,72436.9380506223,586.5339113410712,0.003409862518310547,0.0,0.003409862518310547,0.003409862518310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,293.2669556705356,293.2669556705356,85,162,123.5,38.5,1482.25,0,0,0,0,0,0,0,0,0.5246913580246914,123.5,85.0,162.0,0,85.0,1,72436.9380506223,162.0,1,72436.9380506223,1,85,1,162,0,0,0.003409862518310547,0.0,0.003409862518310547,0.003409862518310547,0.0,0.0,0.0,0.0
53,0.006782054901123047,1,1,85,150,85,85,85.0,0.0,150,150,150.0,0.0,34650.26506362933,294.8958728819518,0.006782054901123047,0.0,0.006782054901123047,0.006782054901123047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,147.4479364409759,147.4479364409759,85,150,117.5,32.5,1056.25,0,0,0,0,0,0,0,0,0.5666666666666667,117.5,85.0,150.0,0,85.0,1,34650.26506362933,150.0,1,34650.26506362933,1,85,1,150,0,0,0.006782054901123047,0.0,0.006782054901123047,0.006782054901123047,0.0,0.0,0.0,0.0
53,0.006520986557006836,1,1,85,213,85,85,85.0,0.0,213,213,213.0,0.0,45698.606705422106,306.7020584256517,0.006520986557006836,0.0,0.006520986557006836,0.006520986557006836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,153.35102921282586,153.35102921282586,85,213,149.0,64.0,4096.0,0,0,0,0,0,0,0,0,0.39906103286384975,149.0,85.0,213.0,0,85.0,1,45698.606705422106,213.0,1,45698.606705422106,1,85,1,213,0,0,0.006520986557006836,0.0,0.006520986557006836,0.006520986557006836,0.0,0.0,0.0,0.0
53,0.033215999603271484,1,1,86,336,86,86,86.0,0.0,336,336,336.0,0.0,12704.720768314217,60.21194676926169,0.033215999603271484,0.0,0.033215999603271484,0.033215999603271484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,30.105973384630843,30.105973384630843,86,336,211.0,125.0,15625.0,0,0,0,0,0,0,0,0,0.25595238095238093,211.0,86.0,336.0,0,86.0,1,12704.720768314217,336.0,1,12704.720768314217,1,86,1,336,0,0,0.033215999603271484,0.0,0.033215999603271484,0.033215999603271484,0.0,0.0,0.0,0.0
53,0.03638601303100586,1,1,86,312,86,86,86.0,0.0,312,312,312.0,0.0,10938.26904477964,54.9661761044203,0.03638601303100586,0.0,0.03638601303100586,0.03638601303100586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,27.48308805221015,27.48308805221015,86,312,199.0,113.0,12769.0,0,0,0,0,0,0,0,0,0.27564102564102566,199.0,86.0,312.0,0,86.0,1,10938.26904477964,312.0,1,10938.26904477964,1,86,1,312,0,0,0.03638601303100586,0.0,0.03638601303100586,0.03638601303100586,0.0,0.0,0.0,0.0
53,0.03218793869018555,1,1,86,341,86,86,86.0,0.0,341,341,341.0,0.0,13265.838614580092,62.1350754781269,0.03218793869018555,0.0,0.03218793869018555,0.03218793869018555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,31.06753773906345,31.06753773906345,86,341,213.5,127.5,16256.25,0,0,0,0,0,0,0,0,0.25219941348973607,213.5,86.0,341.0,0,86.0,1,13265.838614580092,341.0,1,13265.838614580092,1,86,1,341,0,0,0.03218793869018555,0.0,0.03218793869018555,0.03218793869018555,0.0,0.0,0.0,0.0
53,0.06882596015930176,1,1,76,141,76,76,76.0,0.0,141,141,141.0,0.0,3152.8800978255977,29.058802744936383,0.06882596015930176,0.0,0.06882596015930176,0.06882596015930176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14.529401372468191,14.529401372468191,76,141,108.5,32.5,1056.25,0,0,0,0,0,0,0,0,0.5390070921985816,108.5,76.0,141.0,0,76.0,1,3152.8800978255977,141.0,1,3152.8800978255977,1,76,1,141,0,0,0.06882596015930176,0.0,0.06882596015930176,0.06882596015930176,0.0,0.0,0.0,0.0
443,0.941349983215332,10,10,3463,5748,1494,54,346.3,438.3188451344523,1514,54,574.8,627.7597948260146,9784.883586589496,21.246083132318958,0.04954473595870169,0.0822368289683062,0.21124696731567383,0.0,0.780552864074707,0.08672809600830078,0.09626650062415532,0.21173691749572754,0.0,0.740199089050293,0.08224434322781032,0.0925449551796687,0.21332716941833496,0.0,4,4,0,0,212,212,10.623041566159479,10.623041566159479,54,1514,460.55,553.3136068270868,306155.9475,2,2,0,8,19,0,0,0,0.6024704244954767,460.55,346.3,574.8,212,346.3,10,9784.883586589496,574.8,10,9784.883586589496,10,3463,10,5748,65535,65535,0.04954473595870169,0.0822368289683062,0.21124696731567383,0.0,0.0,0.0,0.0,0.0
53,0.07362699508666992,1,1,74,90,74,74,74.0,0.0,90,90,90.0,0.0,2227.44388531608,27.163949820927808,0.07362699508666992,0.0,0.07362699508666992,0.07362699508666992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13.581974910463904,13.581974910463904,74,90,82.0,8.0,64.0,0,0,0,0,0,0,0,0,0.8222222222222222,82.0,74.0,90.0,0,74.0,1,2227.44388531608,90.0,1,2227.44388531608,1,74,1,90,0,0,0.07362699508666992,0.0,0.07362699508666992,0.07362699508666992,0.0,0.0,0.0,0.0
443,0.10421895980834961,2,1,108,54,54,54,54.0,0.0,54,54,54.0,0.0,1554.419659320196,28.785549246670296,0.052109479904174805,0.051923513412475586,0.10403299331665039,0.00018596649169921875,0.10421895980834961,0.10421895980834961,0.0,0.10421895980834961,0.10421895980834961,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,19.190366164446864,9.595183082223432,54,54,54.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,54.0,54.0,54.0,40,54.0,2,1554.419659320196,54.0,1,1554.419659320196,2,108,1,54,255,16385,0.052109479904174805,0.051923513412475586,0.10403299331665039,0.00018596649169921875,0.0,0.0,0.0,0.0
443,15.114803791046143,2,3,138,199,83,55,69.0,14.0,79,54,66.33333333333333,10.208928554075703,22.296022142188534,0.3308015154627379,3.7787009477615356,6.094956279219997,14.331089973449707,0.0009870529174804688,14.618988990783691,14.618988990783691,0.0,14.618988990783691,14.618988990783691,14.827891826629639,7.413945913314819,6.917144060134888,14.331089973449707,0.49680185317993164,1,1,0,0,40,72,0.13232060618509517,0.19848090927764275,54,83,67.4,11.943198901466893,142.64000000000001,0,0,0,2,5,0,0,0,0.6934673366834171,67.4,69.0,66.33333333333333,40,69.0,2,22.296022142188534,66.33333333333333,3,22.296022142188534,2,138,3,199,252,74,0.26123793919881183,0.2028266773442842,0.49581480026245117,0.0009870529174804688,14.331089973449707,0.0,14.331089973449707,14.331089973449707
443,0.08175396919250488,1,1,54,54,54,54,54.0,0.0,54,54,54.0,0.0,1321.0367773788937,24.463644025535068,0.08175396919250488,0.0,0.08175396919250488,0.08175396919250488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,12.231822012767534,12.231822012767534,54,54,54.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,54.0,54.0,54.0,20,54.0,1,1321.0367773788937,54.0,1,1321.0367773788937,1,54,1,54,255,0,0.08175396919250488,0.0,0.08175396919250488,0.08175396919250488,0.0,0.0,0.0,0.0
53,0.0649881362915039,1,1,75,103,75,75,75.0,0.0,103,103,103.0,0.0,2738.9614498495853,30.774847751118937,0.0649881362915039,0.0,0.0649881362915039,0.0649881362915039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15.387423875559469,15.387423875559469,75,103,89.0,14.0,196.0,0,0,0,0,0,0,0,0,0.7281553398058253,89.0,75.0,103.0,0,75.0,1,2738.9614498495853,103.0,1,2738.9614498495853,1,75,1,103,0,0,0.0649881362915039,0.0,0.0649881362915039,0.0649881362915039,0.0,0.0,0.0,0.0
53,0.06556200981140137,1,1,75,91,75,75,75.0,0.0,91,91,91.0,0.0,2531.9541069214183,30.50547116772793,0.06556200981140137,0.0,0.06556200981140137,0.06556200981140137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15.252735583863965,15.252735583863965,75,91,83.0,8.0,64.0,0,0,0,0,0,0,0,0,0.8241758241758241,83.0,75.0,91.0,0,75.0,1,2531.9541069214183,91.0,1,2531.9541069214183,1,75,1,91,0,0,0.06556200981140137,0.0,0.06556200981140137,0.06556200981140137,0.0,0.0,0.0,0.0
443,4.455872058868408,16,14,9435,5937,1494,54,589.6875,630.6414114564235,1514,54,424.07142857142856,581.0386591866222,3449.8297520471892,6.732688821325506,0.15365076065063477,0.35409526099603483,1.3960950374603271,0.0,4.125555038452148,0.2750370025634766,0.46881228892236515,1.3963291645050049,0.0,2.057828187942505,0.1582944759955773,0.28494631589184655,1.0829150676727295,0.0,4,4,0,0,356,304,3.5907673713736035,3.141921449951903,54,1514,512.4,613.5856691068766,376487.3733333334,2,4,0,8,28,0,0,0,1.5891864578069732,512.4,589.6875,424.07142857142856,356,589.6875,16,3449.8297520471892,424.07142857142856,14,3449.8297520471892,16,9435,14,5937,65535,65535,0.03749665847191444,0.07808389140856872,0.33031702041625977,0.0,1.1603196461995442,0.16996354337240158,1.3960950374603271,1.0019488334655762
443,3.808009147644043,12,9,3961,5655,1494,54,330.0833333333333,443.10297116534394,1514,54,628.3333333333334,639.0053034034833,2525.204017944461,5.5146926348620715,0.19040045738220215,0.47024818812141056,2.0025999546051025,0.0,3.6517670154571533,0.3319788195870139,0.5970643646142155,2.0025999546051025,0.0,0.6519010066986084,0.08148762583732605,0.07390428709023127,0.16065287590026855,0.0,4,4,0,0,276,192,3.1512529342068984,2.3634397006551735,54,1514,457.9047619047619,555.85651666611,308976.4671201814,2,4,0,8,18,0,0,0,0.7004420866489832,457.9047619047619,330.0833333333333,628.3333333333334,276,330.0833333333333,12,2525.204017944461,628.3333333333334,9,2525.204017944461,12,3961,9,5655,65535,65535,0.044123172760009766,0.06656428208266683,0.15907907485961914,0.0,1.5068960189819336,0.49570393562316895,2.0025999546051025,1.0111920833587646
5353,0.0,1,0,506,0,506,506,506.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,506,506,506.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,506.0,506.0,0.0,0,506.0,1,0.0,0.0,0,0.0,1,506,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
